#URI 1	Label 1	URI 2	Label 2	Confidence	Family votes	Families	System votes	Systems
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Farm	farm	https://www.commoncoreontologies.org/ont00001380	farm	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;KGMatcher;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;KGMatcher;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Heliport	heliport	https://www.commoncoreontologies.org/ont00000195	heliport	1.0	8	ALOD2Vec;AML;ATMatcher;BertMap;FineTOM;KGMatcher;LogMap;Matcha	13	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;FineTOM;KGMatcher;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Pumping_station	pumping station	https://www.commoncoreontologies.org/ont00000232	pumping station	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;FineTOM;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;FineTOM;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#School	school	https://www.commoncoreontologies.org/ont00001358	school	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;KGMatcher;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;KGMatcher;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Warehouse	warehouse	https://www.commoncoreontologies.org/ont00000375	warehouse	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;KGMatcher;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;KGMatcher;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Fort	fort	https://www.commoncoreontologies.org/ont00001091	fort	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;KGMatcher;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;KGMatcher;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Mine	mine	https://www.commoncoreontologies.org/ont00000639	mine	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;FineTOM;KGMatcher;Matcha	10	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;FineTOM;KGMatcher;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#House	house	https://www.commoncoreontologies.org/ont00000331	house	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;KGMatcher;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;KGMatcher;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Water_tower	water tower	https://www.commoncoreontologies.org/ont00000708	water tower	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;FineTOM;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;FineTOM;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Pipeline	pipeline	https://www.commoncoreontologies.org/ont00000867	pipeline	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;KGMatcher;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;KGMatcher;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Pier	pier	https://www.commoncoreontologies.org/ont00000761	pier	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;KGMatcher;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;KGMatcher;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Apartment_building	apartment building	https://www.commoncoreontologies.org/ont00000336	apartment building	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;FineTOM;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;FineTOM;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Shop	shop	https://www.commoncoreontologies.org/ont00000262	shop	1.0	8	ALOD2Vec;AML;ATMatcher;BertMap;FineTOM;KGMatcher;LogMap;Matcha	13	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;FineTOM;KGMatcher;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Religious_facility	religious facility	https://www.commoncoreontologies.org/ont00000052	religious facility	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;FineTOM;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;FineTOM;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Reservoir	reservoir	https://www.commoncoreontologies.org/ont00000957	reservoir	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;KGMatcher;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;KGMatcher;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
http://vistology.com/ont/2006/JC3IEDM3.0/JC3IEDM.owl#Port	port	https://www.commoncoreontologies.org/ont00001258	port	0.95	7	ALOD2Vec;AML;ATMatcher;BertMap;KGMatcher;LogMap;Matcha	12	ALOD2Vec;AML;ATMatcher;BertMap;BertMapLt;CySecBertMap;KGMatcher;LogMap;LogMapLLM;LogMapLt;Matcha;SecureBertMap
